PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
704,0,2,"Davis, Mrs. Alice",female,27.7,2,0,304641,20.2,,S
705,0,3,"Williams, Master. Joseph",male,31.7,0,0,464584,10.75,,S
706,0,3,"Johnson, Rev. Thomas",male,35.5,4,2,376949,13.61,,S
707,0,3,"Wilson, Dr. Mary",female,,4,3,178422,17.26,,S
708,0,3,"Williams, Miss. Sarah",female,23.4,0,1,644576,11.93,D53,S
709,1,1,"Davis, Dr. Edward",male,12.2,1,3,29521,203.36,E187,S
710,0,3,"Johnson, Master. Frank",male,20.5,4,1,983686,13.39,,S
711,1,1,"Jackson, Ms. Ida",female,,1,1,61567,63.62,,S
712,1,1,"Williams, Mrs. Anna",female,22.7,4,0,340523,53.75,,S
713,0,3,"Davis, Dr. Ida",female,33.6,3,1,930584,4.03,,S
714,1,3,"Johnson, Miss. Margaret",female,36.9,4,1,163531,4.75,,S
715,0,3,"Jones, Ms. Ida",female,,0,2,82231,7.21,,S
716,0,2,"Martin, Mr. Henry",male,,2,0,746476,12.05,,S
717,0,1,"Moore, Dr. Edward",male,20.1,2,0,82448,93.43,A27,S
718,0,3,"Wilson, Rev. George",male,,4,1,900602,6.09,,S
719,1,1,"Jones, Ms. Margaret",female,30.3,1,0,456676,3.0,D159,S
720,1,1,"Johnson, Miss. Ida",female,10.2,1,0,870637,53.44,C46,S
721,0,2,"Brown, Dr. William",male,44.8,0,2,252649,17.11,E67,C
722,1,3,"Johnson, Rev. James",male,26.2,3,3,149724,8.27,F183,Q
723,0,3,"Johnson, Master. Frank",male,,4,2,963065,16.08,F6,Q
724,1,3,"Williams, Ms. Sarah",female,,0,0,764551,8.25,,S
725,0,3,"Moore, Mr. George",male,31.5,1,3,911875,13.74,,S
726,1,1,"Jones, Master. George",male,43.1,1,2,326688,83.64,F37,S
727,1,2,"Jones, Mr. John",male,38.4,4,2,410695,20.2,,S
728,1,3,"Williams, Mr. Henry",male,,2,0,581449,7.43,G22,S
729,1,1,"Johnson, Master. Joseph",male,51.6,1,2,454243,82.47,C171,S
730,1,2,"Jones, Mr. William",male,11.0,1,0,250237,15.01,C24,S
731,1,2,"Jones, Dr. James",male,35.4,2,2,381362,21.72,C114,S
732,1,1,"Thomas, Dr. Frank",male,,1,0,612668,77.24,A137,S
733,0,3,"Thomas, Rev. John",male,40.4,0,3,47487,7.03,,S
734,0,3,"Davis, Rev. Frank",male,,4,0,342583,14.15,,Q
735,0,1,"Jackson, Master. George",male,54.3,2,2,299918,96.78,G160,S
736,1,3,"Smith, Mrs. Sarah",female,37.1,1,0,79618,8.85,,S
737,0,3,"Rodriguez, Dr. Henry",male,56.9,3,2,131446,11.03,F11,Q
738,1,3,"Miller, Master. Charles",male,17.0,3,1,500722,10.19,,S
739,0,3,"Brown, Rev. Frank",male,19.9,0,3,111346,7.31,,S
740,0,2,"Thomas, Master. Thomas",male,,0,2,351455,21.01,,S
741,0,3,"Martin, Rev. Henry",male,,0,1,565252,8.22,,S
742,1,2,"Jones, Master. John",male,19.3,3,0,875104,13.72,C24,S
743,1,2,"Smith, Dr. Mary",female,0.4,3,2,107777,8.86,,C
744,1,1,"Jackson, Rev. George",male,,3,1,440296,73.63,E77,C
745,0,3,"Brown, Mr. Edward",male,,3,0,111901,12.58,,C
746,1,2,"Moore, Mr. Frank",male,24.1,2,2,434286,15.52,B28,Q
747,0,2,"Garcia, Mr. Joseph",male,,2,0,485708,38.59,,S
748,0,3,"Davis, Dr. Edward",male,,3,0,801271,13.75,,C
749,0,2,"Moore, Ms. Emma",female,45.5,1,0,447859,29.86,,S
750,1,2,"Jackson, Ms. Elizabeth",female,33.1,4,1,936157,26.21,,S
751,1,1,"Jones, Mr. Thomas",male,49.6,4,0,146258,138.8,,C
752,1,2,"Williams, Master. Joseph",male,33.4,4,0,62627,14.85,F9,C
753,1,2,"Martin, Mr. George",male,,4,1,14404,3.0,,C
754,0,2,"Brown, Master. John",male,30.7,1,0,363178,17.3,G74,S
755,1,1,"Jones, Ms. Bertha",female,44.9,0,0,201044,100.65,D96,S
756,0,3,"Brown, Rev. George",male,30.4,2,1,100668,11.06,,S
757,0,3,"Moore, Dr. William",male,,3,0,243533,11.51,,S
758,1,3,"Brown, Miss. Elizabeth",female,,3,3,975235,15.35,,C
759,0,3,"Rodriguez, Dr. William",male,,1,1,802245,11.9,,C
760,1,3,"Rodriguez, Mr. Frank",male,22.8,1,3,28387,13.44,,S
761,1,3,"Garcia, Ms. Alice",female,31.0,2,3,916283,7.05,,S
762,0,3,"Garcia, Dr. Charles",male,41.1,4,3,213202,6.47,F52,S
763,0,3,"Martin, Mr. James",male,39.7,0,2,411884,16.43,A100,S
764,1,3,"Martin, Rev. Henry",male,26.1,1,1,334359,10.87,,S
765,1,3,"Jackson, Ms. Emma",female,0.4,1,2,410976,8.21,,Q
766,0,3,"Moore, Dr. Thomas",male,,4,0,763116,8.22,B73,S
767,1,1,"Miller, Master. Thomas",male,6.9,2,3,715355,65.07,D102,Q
768,1,1,"Williams, Rev. James",male,58.6,0,1,598096,63.31,E49,S
769,0,3,"Thomas, Master. John",male,,1,0,630652,5.78,,C
770,1,3,"Brown, Miss. Sarah",female,38.0,0,0,730250,4.99,,S
771,1,2,"Taylor, Dr. George",male,19.2,2,0,192298,19.1,,S
772,0,3,"Martin, Rev. Edward",male,7.4,4,0,401712,8.32,,S
773,0,3,"Thomas, Mr. James",male,29.1,2,2,116612,14.57,,S
774,0,3,"Wilson, Dr. Margaret",female,,4,0,707129,11.58,,Q
775,1,1,"Smith, Master. Edward",male,,3,3,443235,92.02,C167,S
776,1,1,"Moore, Ms. Minnie",female,,4,1,640904,62.3,,S
777,0,3,"Taylor, Master. Charles",male,59.2,1,2,569179,10.06,,S
778,0,3,"Wilson, Rev. George",male,36.0,4,1,280895,11.83,,S
779,1,3,"Rodriguez, Dr. Alice",female,,1,0,147320,13.13,,S
780,0,3,"Moore, Miss. Sarah",female,36.1,2,0,973210,10.15,,S
781,0,3,"Johnson, Mr. Thomas",male,,3,2,300340,14.47,,S
782,0,2,"Taylor, Ms. Minnie",female,,1,2,118468,20.56,C50,S
783,0,2,"Williams, Rev. John",male,5.3,1,1,312883,26.19,,C
784,0,2,"Johnson, Mr. George",male,27.7,0,1,903393,16.99,,C
785,0,3,"Wilson, Ms. Ida",female,35.7,0,3,268684,3.84,,S
786,0,3,"Jones, Dr. William",male,14.4,2,3,986921,11.49,,S
787,0,2,"Taylor, Ms. Minnie",female,27.9,4,1,466153,25.7,,C
788,0,3,"Jackson, Dr. George",male,,1,0,863196,12.61,,S
789,1,2,"Jones, Ms. Sarah",female,,2,1,656532,23.53,,Q
790,0,1,"Jackson, Master. Edward",male,48.5,4,2,53494,73.93,,S
791,0,1,"Johnson, Rev. Charles",male,47.1,3,2,514295,60.43,,S
792,1,1,"Davis, Master. Henry",male,46.7,0,0,422762,100.46,E186,S
793,0,3,"Johnson, Rev. Joseph",male,25.6,2,0,209441,12.07,,S
794,1,2,"Wilson, Rev. Henry",male,32.4,0,1,554486,16.48,D57,S
795,1,3,"Wilson, Master. John",male,11.8,1,3,111909,14.58,,S
796,0,3,"Jones, Rev. Frank",male,0.4,1,0,701316,7.26,F54,S
797,1,1,"Miller, Master. Frank",male,,3,1,823650,67.0,,Q
798,1,1,"Miller, Dr. Edward",male,,0,0,101620,132.43,,S
799,0,3,"Moore, Mrs. Elizabeth",female,,1,0,484511,13.69,,S
800,1,2,"Miller, Miss. Elizabeth",female,,1,2,658572,17.93,,S
